 31 6
  6
 0  -1.5000     1.8083 kcal
C              0.000000        0.000000        0.169832
H              1.029855        0.000000        0.529131
H             -0.514928       -0.891881        0.529131
H             -0.514928        0.891881        0.529130
H              0.000000        0.000000       -0.917606
H              0.000000        0.000000       -2.691941
  6
 0  -1.4000     2.1651 kcal
C              0.000000        0.000000        0.166845
H              1.030261        0.000000        0.524918
H             -0.515130       -0.892232        0.524918
H             -0.515130        0.892232        0.524918
H              0.000000        0.000000       -0.920497
H              0.000000        0.000000       -2.640851
  6
 0  -1.3000     2.5752 kcal
C              0.000000        0.000000        0.163956
H              1.030812        0.000000        0.520344
H             -0.515406       -0.892709        0.520344
H             -0.515406        0.892709        0.520344
H              0.000000        0.000000       -0.923430
H              0.000000        0.000000       -2.589794
  6
 0  -1.2000     3.0445 kcal
C              0.000000        0.000000        0.161209
H              1.031573        0.000000        0.515249
H             -0.515786       -0.893368        0.515248
H             -0.515786        0.893368        0.515248
H              0.000000        0.000000       -0.926428
H              0.000000        0.000000       -2.538804
  6
 0  -1.1000     3.5791 kcal
C              0.000000        0.000000        0.158665
H              1.032624        0.000000        0.509424
H             -0.516312       -0.894279        0.509424
H             -0.516312        0.894279        0.509424
H              0.000000        0.000000       -0.929519
H              0.000000        0.000000       -2.487946
  6
 0  -1.0000     4.1860 kcal
C              0.000000        0.000000        0.156396
H              1.034053        0.000000        0.502634
H             -0.517027       -0.895516        0.502634
H             -0.517027        0.895516        0.502633
H              0.000000        0.000000       -0.932751
H              0.000000        0.000000       -2.437330
  6
 0  -0.9000     4.8732 kcal
C              0.000000        0.000000        0.154483
H              1.035940        0.000000        0.494645
H             -0.517970       -0.897151        0.494645
H             -0.517970        0.897151        0.494644
H              0.000000        0.000000       -0.936207
H              0.000000        0.000000       -2.387128
  6
 0  -0.8000     5.6504 kcal
C              0.000000        0.000000        0.153011
H              1.038342        0.000000        0.485277
H             -0.519171       -0.899230        0.485277
H             -0.519171        0.899231        0.485277
H              0.000000        0.000000       -0.940134
H              0.000000        0.000000       -2.337571
  6
 0  -0.7000     6.5285 kcal
C              0.000000        0.000000        0.152115
H              1.041291        0.000000        0.474491
H             -0.520645       -0.901784        0.474491
H             -0.520645        0.901784        0.474491
H              0.000000        0.000000       -0.945697
H              0.000000        0.000000       -2.288979
  6
 0  -0.6000     7.5161 kcal
C              0.000000        0.000000        0.152213
H              1.044747        0.000000        0.462706
H             -0.522374       -0.904778        0.462706
H             -0.522374        0.904778        0.462706
H              0.000000        0.000000       -0.958006
H              0.000000        0.000000       -2.242486
  6
 0  -0.5000     8.6578 kcal
C              0.000000        0.000000        0.153993
H              1.048152        0.000000        0.451890
H             -0.524076       -0.907726        0.451890
H             -0.524076        0.907726        0.451890
H              0.000000        0.000000       -0.985976
H              0.000000        0.000000       -2.203259
  6
 0  -0.4000    10.2984 kcal
C              0.000000        0.000000        0.157064
H              1.050827        0.000000        0.443712
H             -0.525413       -0.910042        0.443712
H             -0.525413        0.910042        0.443712
H              0.000000        0.000000       -1.026340
H              0.000000        0.000000       -2.174933
  6
 0  -0.3000    12.1253 kcal
C              0.000000        0.000000        0.160718
H              1.052930        0.000000        0.437335
H             -0.526465       -0.911864        0.437335
H             -0.526465        0.911864        0.437335
H              0.000000        0.000000       -1.071572
H              0.000000        0.000000       -2.154077
  6
 0  -0.2000    13.6584 kcal
C              0.000000        0.000000        0.164742
H              1.054742        0.000000        0.431829
H             -0.527371       -0.913434        0.431829
H             -0.527371        0.913434        0.431829
H              0.000000        0.000000       -1.118816
H              0.000000        0.000000       -2.138225
  6
 0  -0.1000    14.6189 kcal
C              0.000000        0.000000        0.169165
H              1.056452        0.000000        0.426623
H             -0.528226       -0.914914        0.426623
H             -0.528226        0.914914        0.426623
H              0.000000        0.000000       -1.167071
H              0.000000        0.000000       -2.127018
  6
 0   0.0000    14.9159 kcal
C              0.000000        0.000000        0.174117
H              1.057498        0.000000        0.421141
H             -0.528749       -0.915820        0.421141
H             -0.528749        0.915820        0.421141
H              0.000000        0.000000       -1.215421
H              0.000000        0.000000       -2.121189
  6
 0   0.1000    14.6851 kcal
C              0.000000        0.000000        0.179754
H              1.060073        0.000000        0.415791
H             -0.530036       -0.918050        0.415791
H             -0.530036        0.918050        0.415791
H              0.000000        0.000000       -1.262994
H              0.000000        0.000000       -2.124679
  6
 0   0.2000    14.1369 kcal
C              0.000000        0.000000        0.186048
H              1.062084        0.000000        0.409874
H             -0.531042       -0.919792        0.409874
H             -0.531042        0.919792        0.409874
H              0.000000        0.000000       -1.308168
H              0.000000        0.000000       -2.136700
  6
 0   0.3000    13.4252 kcal
C              0.000000        0.000000        0.192733
H              1.064138        0.000000        0.403780
H             -0.532069       -0.921571        0.403780
H             -0.532069        0.921571        0.403780
H              0.000000        0.000000       -1.349802
H              0.000000        0.000000       -2.156373
  6
 0   0.4000    12.6339 kcal
C              0.000000        0.000000        0.199561
H              1.066130        0.000000        0.397715
H             -0.533065       -0.923295        0.397715
H             -0.533065        0.923295        0.397715
H              0.000000        0.000000       -1.388753
H              0.000000        0.000000       -2.180526
  6
 0   0.5000    11.8111 kcal
C              0.000000        0.000000        0.206432
H              1.068009        0.000000        0.391752
H             -0.534005       -0.924923        0.391752
H             -0.534005        0.924923        0.391752
H              0.000000        0.000000       -1.425965
H              0.000000        0.000000       -2.207248
  6
 0   0.6000    10.9872 kcal
C              0.000000        0.000000        0.213311
H              1.069758        0.000000        0.385916
H             -0.534879       -0.926437        0.385916
H             -0.534879        0.926438        0.385916
H              0.000000        0.000000       -1.462035
H              0.000000        0.000000       -2.235578
  6
 0   0.7000    10.1822 kcal
C              0.000000        0.000000        0.220182
H              1.071368        0.000000        0.380221
H             -0.535684       -0.927832        0.380221
H             -0.535684        0.927832        0.380221
H              0.000000        0.000000       -1.497324
H              0.000000        0.000000       -2.265006
  6
 0   0.8000     9.4091 kcal
C              0.000000        0.000000        0.227035
H              1.072838        0.000000        0.374679
H             -0.536419       -0.929105        0.374679
H             -0.536419        0.929105        0.374679
H              0.000000        0.000000       -1.532066
H              0.000000        0.000000       -2.295233
  6
 0   0.9000     8.6766 kcal
C              0.000000        0.000000        0.233864
H              1.074169        0.000000        0.369302
H             -0.537084       -0.930257        0.369302
H             -0.537084        0.930257        0.369302
H              0.000000        0.000000       -1.566419
H              0.000000        0.000000       -2.326071
  6
 0   1.0000     7.9899 kcal
C              0.000000        0.000000        0.240666
